car 1,map 1,18973,Player 1
car 1,map 1,10147,Player 1
car 1,map 1,12428,Player 1
car 1,map 1,15701,Player 1
car 1,map 1,13246,Player 1
car 1,map 1,20086,Player 1
supra_new,map 1,30370,Player 1
supra_new,map 1,7847,Player 1
supra_new,map 1,21874,Player 1
supra_new,map 1,15664,Player 1
supra_new,map2,12855,Player 1
supra_new,map2,9145,Player 1
supra_new,map1,16953,Player 1
supra_new,map2,12896,Player 1
supra_new,map2,10086,Player 1
supra_new,map2,15833,Player 1
supra_new,map2,34,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,34,Player 1
supra_new,map2,31,Player 1
supra_new,map2,33,Player 1
supra_new,map2,34,Player 1
supra_new,map2,32,Player 1
supra_new,map2,22,Player 1
supra_new,map2,34,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,34,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,34,Player 1
supra_new,map2,32,Player 1
supra_new,map2,35,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,31,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,34,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,36,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,35,Player 1
supra_new,map2,33,Player 1
supra_new,map2,34,Player 1
supra_new,map2,31,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,563,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,34,Player 1
supra_new,map2,33,Player 1
supra_new,map2,35,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,35,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,7960,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,33,Player 1
supra_new,map2,35,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,15723,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,34,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,31,Player 1
supra_new,map2,34,Player 1
supra_new,map2,33,Player 1
supra_new,map2,14862,Player 1
supra_new,map2,33,Player 1
supra_new,map2,1130,Player 1
supra_new,map2,33,Player 1
supra_new,map2,34,Player 1
supra_new,map2,31,Player 1
supra_new,map2,33,Player 1
supra_new,map2,34,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,34,Player 1
supra_new,map2,33,Player 1
supra_new,map2,35,Player 1
supra_new,map2,35,Player 1
supra_new,map2,32,Player 1
supra_new,map2,35,Player 1
supra_new,map2,35,Player 1
supra_new,map2,31,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,35,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,30,Player 1
supra_new,map2,33,Player 1
supra_new,map2,35,Player 1
supra_new,map2,32,Player 1
supra_new,map2,35,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,252,Player 1
supra_new,map2,32,Player 1
supra_new,map2,31,Player 1
supra_new,map2,34,Player 1
supra_new,map2,34,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,32,Player 1
supra_new,map2,34,Player 1
supra_new,map2,34,Player 1
supra_new,map2,33,Player 1
supra_new,map2,32,Player 1
supra_new,map2,33,Player 1
supra_new,map2,36,Player 1
supra_new,map2,33,Player 1
supra_new,map2,31,Player 1
supra_new,map2,31,Player 1
supra_new,map2,33,Player 1
supra_new,map2,33,Player 1
supra_new,map2,34,Player 1
